Rank,Team,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM,OppO,OppD,NCSOS_AdjEM,Games_Won,Year
76,St. John's 9,20-12,9.06,102.7,93.6,69.1,0.089,6.4,106.7,100.3,-0.79,0,2002
77,UC Santa Barbara 14,19-11,8.87,108.2,99.3,63.4,-0.058,0.45,103.3,102.9,3.37,0,2002
100,McNeese St. 14,20-9,5.39,103.2,97.8,66.2,0.023,-4.6,99.8,104.4,12.81,0,2002
116,Hampton 15,25-7,3.99,109.9,105.9,69.1,0.013,-8.67,98.5,107.2,0.87,0,2002
118,Illinois Chicago 15,18-14,3.85,108.9,105,67.5,0.04,1.84,104.3,102.4,0.67,0,2002
119,Davidson 13,18-10,3.7,101.5,97.8,65.1,0.142,1.79,104.5,102.7,9.43,0,2002
146,Murray St. 14,17-13,1.35,106.8,105.5,69.2,0.017,-1.74,103.4,105.1,3.98,0,2002
150,Central Connecticut 14,27-5,0.93,100.6,99.7,64,0.137,-11.95,97.6,109.5,-4.98,0,2002
162,Holy Cross 16,18-15,-0.24,98.1,98.4,62.2,-0.048,-6.4,99.7,106.1,-3.38,0,2002
174,Siena 16,17-19,-1.21,100.8,102,66.5,-0.07,-4.14,100.3,104.4,-0.42,0,2002
191,Florida Atlantic 15,18-12,-2.5,99.6,102.1,70.2,0.06,-4.94,102.2,107.1,-4.52,0,2002
194,Boston University 16,22-10,-2.74,101.3,104,64.5,0.102,-9.18,97.7,106.9,0.25,0,2002
210,Montana 15,14-15,-4.51,102.4,106.9,68.5,0.053,-1.95,103.4,105.4,0.44,0,2002
219,Winthrop 16,17-12,-5.31,97.3,102.6,65.9,0.038,-10.73,97.2,107.9,-0.98,0,2002
